"wknr_2021","wkname_2021","land","landid","wbmighintergrund_anteil","wbmighintergrund_absolut","mighintergrund_anteil","mighintergrund_absolut","wahlberechtigte","waehler","gueltige_1","gueltige_2","cdu_1","spd_1","linke_1","gruene_1","csu_1","fdp_1","afd_1","bevdichte","absolventen_hochschulreife","max1","max2","difference","vp","z","wk_gewinner_party","wk_gewinner_share","wk_gewinner_mh","wk_zweiter","wk_zweiter_party","wk_zweiter_share","wk_zweiter_mh","Quelle","Abgerufen.am","indicator_vp","mh_total"
214,"Freising","Bayern",14,0.0892544612288475,21564.5943260193,0.221510216593742,70906.0365028381,235746,186647,185177,185632,0,24916,9265,17439,79545,13400,23222,187.4,22,79545,24916,54629,-33064.4056739807,"Irlstorfer Erich","CSU","36,20",0,"Mehltretter Andreas ","SPD","13,50",0,"","",0,0
215,"Fürstenfeldbruck","Bayern",14,0.104385860264301,25484.5144691467,0.262126266956329,86768.1754684448,232125,190769,189300,189847,0,35454,7699,17244,82602,13661,19352,336.4,32.7,82602,35454,47148,-21663.4855308533,"Staffler Katrin","CSU","38,00",0,"Schrodi Michael Georg","SPD","19,30",0,"","",0,0
216,"Ingolstadt","Bayern",14,0.196457371115685,50051.9090652466,0.332453846931458,114542.958400726,238605,184059,182472,182845,0,24799,8817,11515,90383,9310,23720,183.2,27.5,90383,24799,65584,-15532.0909347534,"Dr Brandl Reinhard","CSU","44,90",0,"Meier Jessica","SPD","13,90",NA,"","",0,NA
217,"München-Nord","Bayern",14,0.16519221463712,39434.8779156791,0.438780315462499,163828.520133878,226436,174196,173121,173528,0,45068,10351,22726,55811,16669,13216,4247,35.7,55811,45068,10743,28691.8779156791,"Loos Bernhard Siegfried","CSU","25,70",0,"Wagner Doris Else","Grüne","24,20",0,"","",1,0
218,"München-Ost","Bayern",14,0.149075901013986,37363.1329817389,0.395972479807621,155221.649146525,239169,186913,185687,186168,0,39621,11655,28278,68255,16451,13822,4909,35.7,68255,39621,28634,8729.13298173886,"Dr Stefinger Wolfgang Dieter","CSU","31,70",0,"Rashid Vaniessa","Grüne","21,90",1,"","",1,1
219,"München-Süd","Bayern",14,0.148500318384588,32350.1810432009,0.394443628534233,134395.808139765,216725,170483,169397,169824,0,39873,12611,23343,55894,15332,12921,6478,35.7,55894,39873,16021,16329.1810432009,"Schäfer Jamila An","Grüne","27,50",0,"Kuffer Michael Thomas","CSU","26,80",0,"","",1,0
220,"München-West/Mitte","Bayern",14,0.142168909461214,34585.0929371582,0.377626264526959,143680.541035338,241282,193399,192077,192621,0,44283,13569,31385,64014,17369,12852,4189.1,35.7,64014,44283,19731,14854.0929371582,"Pilsinger Stephan Nikolaus","CSU","27,00",0,"Janecek Dieter Gerald","Grüne","26,90",1,"","",1,1
221,"München-Land","Bayern",14,0.121912695467472,29184.1539459229,0.330140650272369,118744.190002441,235172,197265,196136,196365,0,31943,7708,26890,85347,18312,16458,527.6,50.2,85347,31943,53404,-24219.8460540771,"Hahn Florian Peter","CSU","39,10",0,"Dr Hofreiter Anton Gerhard","Grüne","20,40",0,"","",0,0
222,"Rosenheim","Bayern",14,0.0939834713935852,23313.9722328186,0.223193898797035,72906.675289154,235170,186492,184948,185457,0,21890,7036,17307,84981,13750,23988,220,27.7,84981,23988,60993,-37679.0277671814,"Ludwig Daniela","CSU","36,10",0,"Broßart Victoria","Grüne","13,80",0,"https://victoria-brossart.de/ueber-mich/","1.2.2023 14:38:00",0,0
223,"Bad Tölz-Wolfratshausen – Miesbach","Bayern",14,0.0751630589365959,13629.7957420349,0.228207930922508,55584.1670761108,165527,132612,131254,131817,0,14792,6922,17786,62465,10702,13025,115.3,29.2,62465,17786,44679,-31049.2042579651,"Radwan Alexander Gamal","CSU","41,30",1,"Bär Karl","Grüne","15,50",0,"","",0,1
224,"Starnberg – Landsberg am Lech","Bayern",14,0.0790484473109245,16961.5812950134,0.223210483789444,62607.4482727051,213628,177013,175679,176266,0,29308,6983,20864,73948,16893,15607,226.4,35.1,73948,29308,44640,-27678.4187049866,"Kießling Michael","CSU","38,20",0,"Neubauer Martina","Grüne","19,90",0,"https://www.martina-neubauer.de/ueber-mich/","1.2.2023 14:40:00",0,0
225,"Traunstein","Bayern",14,0.112463526427746,25181.3350753784,0.234228536486626,67789.4374542236,208466,160615,159225,159569,0,25659,7144,12972,80056,9034,16276,119.3,26,80056,25659,54397,-29215.6649246216,"Dr Ramsauer Peter","CSU","36,60",0,"Dr Kofler Bärbel","SPD","17,00",0,"","",0,0
226,"Weilheim","Bayern",14,0.0589437782764435,9837.11679077148,0.177172809839249,37965.2662658691,167159,134333,133038,133567,0,19722,6229,12066,63784,9370,13383,113.2,27.5,63784,19722,44062,-34224.8832092285,"Dobrindt Alexander","CSU","41,90",0,"Dr Meierhofer Sigrid Elisabeth","SPD","14,40",0,"https://de.wikipedia.org/wiki/Sigrid_Meierhofer","1.2.2023 14:41:00",0,0
227,"Deggendorf","Bayern",14,0.0769845992326736,13773.3957557678,0.147327810525894,32263.7044448853,166659,119455,118391,118754,0,20612,4955,5342,52167,4707,20438,109,21.6,52167,20612,31555,-17781.6042442322,"Erndl Thomas Maximilian","CSU","37,40",0,"Behringer Martin Werner","FREIE WÄHLER","15,60",NA,"","",0,NA
228,"Landshut","Bayern",14,0.109336487948895,26580.3275680542,0.246183976531029,80503.7574272156,245315,189425,187727,188190,0,25511,6749,12356,74299,15991,23538,149,22.3,74299,25511,48788,-22207.6724319458,"Oßner Florian","CSU","36,40",0,"Bauer Nicole An Elisabeth","FDP","11,70",0,"","",0,0
229,"Passau","Bayern",14,0.0900946781039238,16649.4785957336,0.171893909573555,38652.5551242828,177387,131350,130171,130571,0,24611,6246,7248,61835,7900,18328,154.1,25.5,61835,24611,37224,-20574.5214042664,"Scheuer Andreas Franz","CSU","30,70",0,"Schätzl Johannes","SPD","20,90",0,"","",0,0
230,"Rottal-Inn","Bayern",14,0.0939269363880158,17861.8386688232,0.198011368513107,47300.4471893311,173163,127840,126568,127015,0,18142,4971,6219,56767,8931,19081,99.1,20.5,56767,19081,37686,-19824.1613311768,"Straubinger Max","CSU","35,10",0,"Schießl Werner","FREIE WÄHLER","16,70",0,"https://www.fw-bayern.de/btw-2021/werner-schiessl","1.2.2023 14:42:00",0,0
231,"Straubing","Bayern",14,0.0717442780733109,12686.9264526367,0.172013163566589,37994.2541999817,173953,129424,128050,128209,0,21525,4766,4602,60976,5670,19261,100.9,27.9,60976,21525,39451,-26764.0735473633,"Rainer Alois Georg Josef","CSU","44,30",0,"Miazga Corin","AfD","12,70",0,"","",0,0
232,"Amberg","Bayern",14,0.0805754885077477,18102.7727546692,0.168698996305466,47121.8850898743,215876,169507,167850,168205,0,25580,7461,11612,80075,8388,18790,105.6,24.4,80075,25580,54495,-36392.2272453308,"Hierl Susanne","CSU","40,30",0,"Foitzik Johannes Leo","SPD","16,00",NA,"","",0,NA
233,"Regensburg","Bayern",14,0.118875995278358,31147.4899253845,0.236786812543869,79435.0089836121,247794,194824,192989,193734,0,32392,11600,18135,77207,12014,22677,244.8,30.2,77207,32392,44815,-13667.5100746155,"Aumer Peter","CSU","35,30",0,"Dr Wagner Carolin","SPD","16,60",0,"","",0,0
234,"Schwandorf","Bayern",14,0.0499610900878906,11635.1643104553,0.11817479878664,33027.3808670044,221540,166505,162986,165208,0,38931,8090,6380,78743,7632,598,92.2,24.8,78743,38931,39812,-28176.8356895447,"Englhardt-Kopf Marti","CSU","35,10",0,"Schieder Marianne","SPD","22,80",0,"","",0,0
235,"Weiden","Bayern",14,0.0453381910920143,8008.48274612427,0.109565697610378,22987.1646766663,168415,130514,128191,129342,0,28614,5677,4553,59285,5269,0,81,25.7,59285,28614,30671,-22662.5172538757,"Rupprecht Albert Robert","CSU","38,50",0,"Grötsch Ulrich Peter","SPD","22,50",0,"","",0,0
236,"Bamberg","Bayern",14,0.0760133937001228,15293.9037475586,0.146833702921867,35396.561958313,182513,145222,144133,144421,0,29475,7504,13194,60675,9364,16603,240.4,35.5,60675,29475,31200,-15906.0962524414,"Silberhorn Thomas","CSU","37,00",0,"Schwarz Andreas","SPD","19,00",0,"","",0,0
237,"Bayreuth","Bayern",14,0.0987706705927849,16705.9568862915,0.17426198720932,35365.2148666382,163934,127222,126171,126529,0,26785,5476,8936,58665,8368,11845,125.4,33.2,58665,26785,31880,-15174.0431137085,"Dr Launert Silke","CSU","42,40",0,"Kramme Anette","SPD","19,40",0,"","",0,0
238,"Coburg","Bayern",14,0.0850938186049461,13880.2405929565,0.167938128113747,33248.5234222412,159654,123200,121693,122179,0,32163,6305,7129,55078,5877,12763,151.1,29.7,55078,32163,22915,-9034.75940704346,"Dr Geissler Jos Alexander Tecumseh","CSU","36,50",0,"Brehm Ramo","SPD","26,10",0,"https://www.np-coburg.de/inhalt.coburg-ramona-brehm-wird-spd-bundestagskandidatin.a2e38fbf-7467-421c-8a24-2da21d23df22.html","1.2.2023 14:45:00",0,0
239,"Hof","Bayern",14,0.0950637981295586,16521.6080665588,0.179195895791054,38208.8307685852,167552,126918,125858,125792,0,29641,5560,5936,59182,4716,14893,136.6,26.6,59182,29641,29541,-13019.3919334412,"Dr Friedrich Hans Peter","CSU","41,20",0,"Nürnberger Jörg Mathias","SPD","23,90",0,"","",0,0
240,"Kulmbach","Bayern",14,0.0709219351410866,13064.4446144104,0.124585434794426,27705.1769065857,170897,135072,133677,133912,0,21494,5057,5880,74105,5381,15497,121,21.2,74105,21494,52611,-39546.5553855896,"Zeulner Emmi","CSU","47,80",0,"Moritz Simon Bodo","SPD","16,20",0,"https://www.fraenkischertag.de/person/simon-moritz/","1.2.2023 14:46:00",0,0
241,"Ansbach","Bayern",14,0.117555551230907,30361.6424026489,0.223054781556129,72212.856388092,243760,185955,183903,184418,0,33755,11179,13946,81431,7661,19396,105.6,24.7,81431,33755,47676,-17314.3575973511,"Auernhammer Artur","CSU","38,40",0,"Scheuenstuhl Harry Herbert","SPD","17,70",0,"https://www.bayern.landtag.de/abgeordnete/abgeordnete-von-a-z/profil/harry-scheuenstuhl/","1.2.2023 14:47:00",0,0
242,"Erlangen","Bayern",14,0.122520633041859,24764.0499916077,0.238180130720139,62231.4344406128,186411,152568,151639,151854,0,31649,8892,16586,64783,8977,12211,356.8,40.5,64783,31649,33134,-8369.95000839234,"Müller Stefan","CSU","35,10",0,"Stamm-Fibich Marti Margarete","SPD","20,70",0,"","",0,0
243,"Fürth","Bayern",14,0.148021832108498,38583.6867752075,0.258700340986252,85337.1639556885,249810,194222,192548,192862,0,44371,13052,18681,76543,10354,20427,218.1,29.9,76543,44371,32172,6411.68677520752,"Winkler Tobias","CSU","33,50",0,"Träger Carsten Dietmar","SPD","24,00",0,"","",1,0
244,"Nürnberg-Nord","Bayern",14,0.225792098797671,40075.4248803595,0.454613767819063,120619.932239695,192214,146205,144923,145303,0,37068,14511,18463,45340,10379,13398,3385.6,28.8,45340,37068,8272,31803.4248803595,"Brehm Sebastian","CSU","28,50",0,"Ganserer Markus ","Grüne","22,60",0,"","",1,0
245,"Nürnberg-Süd","Bayern",14,0.100166213064455,37519.3164297601,0.195006911890087,107734.817497091,181809,132085,130675,130978,0,34621,10772,10163,46511,7632,17270,1901.3,29.8,46511,34621,11890,25629.3164297601,"Frieser Michael","CSU","34,40",0,"Grämmer Thomas Robert","SPD","24,20",0,"https://thomas-graemmer.spd.de/ueber-mich/","1.2.2023 14:48:00",1,0
246,"Roth","Bayern",14,0.0559024922549725,13208.1494903564,0.14109280705452,41104.3554992676,227560,185895,184186,184554,0,37920,8887,14465,81874,8583,18925,175.6,27.1,81874,37920,43954,-30745.8505096436,"Edelhäußer Ralph","CSU","38,00",0,"Plobner Jan Heinz Stefan","SPD","16,90",0,"","",0,0
247,"Aschaffenburg","Bayern",14,0.106347449123859,20489.7515487671,0.225326359272003,55361.1108913422,183362,144938,142890,143430,0,23660,6833,13144,68708,11381,14985,322.1,27.7,68708,23660,45048,-24558.2484512329,"Lindholz Andrea","CSU","40,70",0,"Wüst Tobias Rainer","SPD","17,10",0,"https://tobias-wuest.spd.de/ueber-mich/","1.2.2023 14:50:00",0,0
248,"Bad Kissingen","Bayern",14,0.0957709923386574,21447.1166038513,0.156906887888908,41981.162902832,216030,171202,169407,169902,0,32383,9071,11980,86603,9534,17753,85.8,25.7,86603,32383,54220,-32772.8833961487,"Bär Dorothee ","CSU","39,10",0,"Dittmar Sabine","SPD","19,00",0,"","",0,0
249,"Main-Spessart","Bayern",14,0.0934183448553085,19414.5292663574,0.190254509449005,49051.3218269348,196183,157206,155377,155968,0,35148,7515,11050,72406,7708,14075,125.1,26.2,72406,35148,37258,-17843.4707336426,"Hoffmann Alexander","CSU","38,60",0,"Rützel Bernd Ferdind","SPD","21,50",0,"","",0,0
250,"Schweinfurt","Bayern",14,0.124649457633495,26053.6762123108,0.205384224653244,53098.3443756104,199041,156159,154269,154941,0,26346,12091,11466,73901,9506,17198,166.6,29.7,73901,26346,47555,-21501.3237876892,"Dr Weisgerber Anja","CSU","40,90",0,"Hümpfer Markus Klaus","SPD","18,60",0,"","",0,0
251,"Würzburg","Bayern",14,0.108743622899055,26153.815196991,0.206883475184441,60869.2429389954,225998,182961,181297,181907,0,33929,10130,25359,76515,14592,13872,274.9,32.5,76515,33929,42586,-16432.184803009,"Lehrieder Paul Alois","CSU","36,90",0,"Hansen Johannes Sebastian","Grüne","19,80",0,"https://seb-hansen.de/ueber-mich","1.2.2023 14:50:00",0,0
252,"Augsburg-Stadt","Bayern",14,0.274849325418472,62766.4399261475,0.4570332467556,150450.51991272,210528,153228,151642,152054,0,29285,12850,21062,52769,9191,20170,1964.4,31.7,52769,29285,23484,39282.4399261475,"Dr Ullrich Volker Michael","CSU","28,10",0,"Roth Claudia Benedikta","Grüne","20,60",0,"","",1,0
253,"Augsburg-Land","Bayern",14,0.109883911907673,28046.2094535828,0.201756477355957,65224.4013786316,245699,196554,194762,195341,0,27551,7165,14638,92942,11864,24056,217.1,20,92942,27551,65391,-37344.7905464172,"Durz Hansjörg","CSU","40,60",0,"Heubach Heike","SPD","14,50",NA,"","",0,NA
254,"Donau-Ries","Bayern",14,0.09693942964077,19892.0294723511,0.191379770636559,49195.2392349243,193895,150348,148957,149330,0,26824,6264,9607,70080,7433,19022,109.2,23.4,70080,26824,43256,-23363.9705276489,"Lange Ulrich","CSU","41,10",0,"Schmid Christoph Florian","SPD","19,20",0,"","",0,0
255,"Neu-Ulm","Bayern",14,0.117632851004601,28409.7230682373,0.269030839204788,88389.5005760193,239647,182045,180376,180775,0,26419,7855,16519,80503,10780,24612,200.4,26.1,80503,26419,54084,-25674.2769317627,"Engelhard Alexander","CSU","37,20",0,"Dr Brunner Karl Heinz","SPD","16,00",0,"","",0,0
256,"Oberallgäu","Bayern",14,0.0973475575447082,23347.6797027588,0.22047033905983,69111.0316848755,226604,176437,175197,175345,0,21451,8264,16162,88357,12262,16825,160.4,23.6,88357,21451,66906,-43558.3202972412,"Wittmann Mechthilde","CSU","29,70",0,"Holderied Martin Basil","SPD","15,80",NA,"","",0,NA
257,"Ostallgäu","Bayern",14,0.0800765976309776,21628.2589035034,0.173815563321114,58307.575920105,247539,191581,189889,190169,0,21610,10153,16537,93430,10627,24018,145.9,24.8,93430,24018,69412,-47783.7410964966,"Stracke Stephan","CSU","38,80",0,"Leenders Regina","SPD","12,30",NA,"","",0,NA
258,"Stuttgart I","Baden-Württemberg",15,0.174398784426818,34794.6412472321,0.387329282197866,122073.220055347,194368,160834,159677,159985,51118,20512,10409,47430,0,13399,10646,2732.3,42.2,51118,47430,3688,31106.6412472321,"Özdemir Cem","Grüne","39,90",1,"Dr Kaufmann Stefan","CDU","23,40",0,"","",1,1
259,"Stuttgart II","Baden-Württemberg",15,0.218590331611894,45617.9555583404,0.485476068637144,160045.642884487,182501,139180,137837,138027,46166,25469,12321,21850,0,11903,14345,3474.2,42.2,46166,25469,20697,24920.9555583404,"Mörseburg Maximilian Rick","CDU","25,90",0,"Dr Christmann An Maria","Grüne","23,70",0,"","",1,0
260,"Böblingen","Baden-Württemberg",15,0.188310846686363,48082.0843849182,0.363463878631592,132941.681062698,245678,196557,194286,194900,75323,38053,9715,23206,0,24867,21842,657,30,75323,38053,37270,10812.0843849182,"Biadacz Marc Josef","CDU","29,70",0,"Hostert Jasmi","SPD","21,10",1,"","",1,1
261,"Esslingen","Baden-Württemberg",15,0.180533662438393,30980.6463012695,0.379833817481995,95340.9007759094,168715,135479,134118,134385,53665,25697,7853,20501,0,11657,14390,1205.7,34.1,53665,25697,27968,3012.64630126953,"Grübler Markus","CDU","32,00",0,"Paraschaki Argyri","SPD","21,80",1,"","",1,1
262,"Nürtingen","Baden-Württemberg",15,0.144295498728752,31499.5354614258,0.305715411901474,90826.5885047913,207044,168052,166287,166609,65566,31655,7978,24540,0,16390,19833,642.2,33.9,65566,31655,33911,-2411.46453857422,"Hennrich Michael","CDU","30,10",0,"Dr Schmid Nils Hermann","SPD","21,00",0,"","",0,0
263,"Göppingen","Baden-Württemberg",15,0.18039833009243,33540.756351471,0.354002833366394,92112.2878856659,178409,137585,135470,135948,50892,29730,5994,16420,0,12492,19588,401.9,26.8,50892,29730,21162,12378.7563514709,"Färber Hermann ","CDU","31,00",0,"Baehrens Heike Charlotte","SPD","23,70",0,"","",1,0
264,"Waiblingen","Baden-Württemberg",15,0.172994166612625,39879.1187477112,0.335647821426392,106850.621803284,222891,178340,176407,176893,64958,33898,8626,21542,0,23568,21863,628.1,26.8,64958,33898,31060,8819.11874771118,"Stumpp Christi Daniela","CDU","29,00",0,"Abelein Urs Jakob","SPD","22,70",0,"https://urs-abelein.spd.de/ueber-mich/","1.2.2023 15:09:00",1,0
265,"Ludwigsburg","Baden-Württemberg",15,0.186316460371017,42346.6102905273,0.372573435306549,122986.485902786,218074,175304,173535,173987,66430,30971,9487,24702,0,17691,20157,914.1,31.5,66430,30971,35459,6887.61029052734,"Bilger Steffen Rudi","CDU","29,50",0,"Dr Detzer Sandra","Grüne","20,30",0,"","",1,0
266,"Neckar-Zaber","Baden-Württemberg",15,0.159881100058556,36953.5438156128,0.33762139081955,110382.009780884,229280,186362,184382,184837,73689,36327,8453,23092,0,16191,23215,516.3,29.3,73689,36327,37362,-408.456184387207,"Gramling Fabian Benedikt Meinrad","CDU","30,40",0,"Utz Thomas","SPD","22,50",NA,"","",0.0662,NA
267,"Heilbronn","Baden-Württemberg",15,0.206456005573273,54567.9390888214,0.3682481944561,135095.95328331,242553,185705,183110,183286,64591,42455,8448,14920,0,17566,28575,400.1,26,64591,42455,22136,32431.9390888214,"Throm Alexander Richard","CDU","27,80",0,"Juratovic Josip","SPD","24,30",1,"","",1,1
268,"Schwäbisch Hall – Hohenlohe","Baden-Württemberg",15,0.187711998820305,43818.880027771,0.301798105239868,91752.0252628326,225785,171760,169860,169795,68717,31406,7314,21468,0,14252,22894,136.9,22.4,68717,31406,37311,6507.880027771,"Freiherr von Stetten Christian Alexander ","CDU","32,10",1,"Leiser Kevin","SPD","19,60",0,"","",1,1
269,"Backnang – Schwäbisch Gmünd","Baden-Württemberg",15,0.157207667827606,29040.1756248474,0.2861647605896,69254.4687652588,176968,136717,134801,135311,55595,26971,7581,15216,0,10882,17788,293.5,28.6,55595,26971,28624,416.175624847408,"Dr Gräßle Ingeborg Gabriele","CDU","30,50",0,"Schwab Tim-Luka","SPD","24,40",0,"https://www.bkz.de/nachrichten/hoch-motiviert-trotz-letztem-listenplatz-105579.html","1.2.2023 15:13:00",0.9491,0
270,"Aalen – Heidenheim","Baden-Württemberg",15,0.181924507021904,43411.8846321106,0.28208190202713,86406.4732761383,221853,170191,167586,168216,77752,35164,8678,16123,0,10218,18447,185.7,29.9,77752,35164,42588,823.884632110603,"Kiesewetter Roderich","CDU","37,00",0,"Breymaier Leni","SPD","21,90",0,"","",0.9958,0
271,"Karlsruhe-Stadt","Baden-Württemberg",15,0.195639282464981,44667.64793396,0.36524909734726,115210.01424408,208868,162139,160506,160911,45821,37924,12155,28268,0,13829,16073,1799.4,42.3,45821,37924,7897,36770.64793396,"Mayer Zoe","Grüne","30,00",0,"Marvi Parsa","SPD","21,30",1,"","",1,1
272,"Karlsruhe-Land","Baden-Württemberg",15,0.143150329589844,32341.4722442627,0.282949090003967,84051.0188980103,209741,168801,166740,167126,67396,32886,7627,19076,0,15138,19512,399.6,26.3,67396,32886,34510,-2168.52775573731,"Zippelius Nicolas Benjamin","CDU","30,40",0,"Diebold Patrick Michael","SPD","22,80",NA,"","",0,NA
273,"Rastatt","Baden-Württemberg",15,0.176493555307388,37516.3967056274,0.312991499900818,88487.6044692993,206484,157208,154890,155248,68259,29486,7123,16954,0,11150,18849,326.2,26.7,68259,29486,38773,-1256.60329437256,"Whittaker Kai Thorsten","CDU","33,20",1,"Katzmarek Gabriele","SPD","22,70",0,"","",0,1
274,"Heidelberg","Baden-Württemberg",15,0.140673741698265,34785.0249252319,0.278427004814148,90569.7555046082,217934,179138,177570,177832,58019,46219,10751,29664,0,11769,15803,1062.7,43.8,58019,46219,11800,22985.0249252319,"Dr Brantner Franziska Kathari","Grüne","30,20",0,"Föhr Alexander Paul","CDU","24,10",0,"https://de.wikipedia.org/wiki/Alexander_F%C3%B6hr","1.2.2023 15:16:00",1,0
275,"Mannheim","Baden-Württemberg",15,0.195524260401726,40662.2361717224,0.414343506097794,128744.700609207,197289,144078,142574,142723,41812,39795,10493,18739,0,9835,17833,2142.9,37.7,41812,39795,2017,38645.2361717224,"Cademartori Dujisin Isabel Andrea","SPD","26,40",1,"Sekmen Melis","Grüne","22,50",1,"","",1,2
276,"Odenwald – Tauber","Baden-Württemberg",15,0.15226086974144,33817.022441864,0.237320348620415,64875.708152771,210876,163339,161223,161225,75531,30849,8422,11090,0,11419,21849,113.6,27.5,75531,30849,44682,-10864.977558136,"Warken Ni Ingrid","CDU","35,80",0,"Lotz Anja","SPD","20,60",0,"https://www.anja-lotz-spd.de/ueber-mich/","1.2.2023 15:17:00",0,0
277,"Rhein-Neckar","Baden-Württemberg",15,0.135141298174858,27841.6400299072,0.269601196050644,73873.7473678589,198251,156402,154416,154654,57788,36886,8010,14792,0,12571,20177,374,34,57788,36886,20902,6939.64002990723,"Oppelt Moritz Paul Georg","CDU","28,50",0,"Dr Castelucci Lars ","SPD","27,00",1,"","",1,1
278,"Bruchsal – Schwetzingen","Baden-Württemberg",15,0.155426502227783,31020.1020812988,0.279240638017654,71848.3829727173,196426,154622,152358,152690,63166,29684,7016,12641,0,10255,21960,537.2,29.3,63166,29684,33482,-2461.89791870117,"Gutting Olav Steffen","CDU","29,60",0,"Yildirim Nezaket","SPD","21,90",1,"","",0,1
279,"Pforzheim","Baden-Württemberg",15,0.20889787375927,47011.780921936,0.394812762737274,127348.491601944,219577,167977,165973,166080,60476,31611,7730,16016,0,19760,26172,484.7,28.6,60476,31611,28865,18146.780921936,"Krichbaum Gunther","CDU","28,50",0,"Mast Katja Wilma","SPD","20,90",0,"","",1,0
280,"Calw","Baden-Württemberg",15,0.165265932679176,32018.6108169556,0.341479629278183,93543.4220619202,198021,153463,151724,151605,65676,25601,6832,13284,0,14154,21431,166.4,22.8,65676,25601,40075,-8056.38918304443,"Mack Klaus","CDU","33,80",0,"Esken Saskia Christi","SPD","17,20",0,"","",0,0
281,"Freiburg","Baden-Württemberg",15,0.141263350844383,32786.8649749756,0.311900854110718,100001.997909546,222308,180854,179374,179535,50256,40647,13172,46115,0,9546,12984,708.4,43.5,50256,46115,4141,28645.8649749756,"Kopf Chantal Johan Siglinde","Grüne","28,80",0,"Söhne Julia Sophie","SPD","26,30",0,"https://www.julia-soehne.de/ueber-mich/","1.2.2023 15:20:00",0,0
282,"Lörrach – Müllheim","Baden-Württemberg",15,0.162500366568565,40176.9778251648,0.30488246679306,101696.357006073,232208,177399,175517,175704,69148,36986,8854,26244,0,15271,16854,280.7,31.5,69148,36986,32162,8014.9778251648,"Stöcker Dia Iris","CDU","25,20",0,"Mehmet Ali Takis","SPD","21,80",1,"","",1,1
283,"Emmendingen – Lahr","Baden-Württemberg",15,0.124998159706593,29539.443862915,0.220257773995399,66781.7682266235,218287,168468,166356,166444,62476,39472,8691,18537,0,14275,18027,247.6,25.2,62476,39472,23004,6535.44386291504,"Bury Yannick","CDU","27,80",0,"Dr Fechner Johannes","SPD","27,80",0,"","",1,0
284,"Offenburg","Baden-Württemberg",15,0.153065532445908,31957.0629768372,0.252585381269455,66072.6455936432,205551,155724,153606,153649,73935,26532,8264,19383,0,9593,15899,254.4,28.7,73935,26532,47403,-15445.9370231628,"Dr Schäuble Wolfgang","CDU","34,90",0,"Katsch Matthias","SPD","18,70",0,"https://de.wikipedia.org/wiki/Matthias_Katsch","1.2.2023 15:22:00",0,0
285,"Rottweil – Tuttlingen","Baden-Württemberg",15,0.170756712555885,35886.3213996887,0.304774403572083,85069.3675689697,199227,152001,150030,150050,64558,23855,5825,14299,0,16255,19543,186.6,25.6,64558,23855,40703,-4816.67860031128,"Weiss Maria-Le","CDU","31,50",0,"Dr Anton Andreas","FDP","16,80",0,"https://de.wikipedia.org/wiki/Andreas_Anton","1.2.2023 15:22:00",0,0
286,"Schwarzwald-Baar","Baden-Württemberg",15,0.16438190639019,27921.1641845703,0.332642465829849,78714.1204147339,165041,125344,123690,123729,58149,20672,5347,12085,0,10438,14069,184.2,24.3,58149,20672,37477,-9555.83581542969,"Frei Thorsten","CDU","36,40",0,"Türk-chbaur Deya","SPD","18,10",1,"","",0,1
287,"Konstanz","Baden-Württemberg",15,0.146776765584946,30825.1243591309,0.305817544460297,87977.2365875244,205135,158861,157109,157383,70355,26396,11003,21052,0,11425,15006,350,30.5,70355,26396,43959,-13133.8756408691,"Jung Andreas","CDU","34,10",0,"Dr Seitzl Li","SPD","20,10",0,"","",0,0
288,"Waldshut","Baden-Württemberg",15,0.119403332471848,21340.5031661987,0.267416805028915,64966.331911087,177806,136595,135059,135129,56528,32522,6767,16030,0,8402,12388,134.1,24.1,56528,32522,24006,-2665.49683380127,"Schreiner Felix","CDU","33,60",0,"Schwarzelühr-Sutter Rita Berta","SPD","25,50",0,"","",0,0
289,"Reutlingen","Baden-Württemberg",15,0.189871534705162,38659.5356559753,0.352343887090683,100654.069278717,199934,157642,155803,156059,63494,23397,9711,22309,0,15533,18702,262.7,29.9,63494,23397,40097,-1437.46434402466,"Donth Michael","CDU","32,50",0,"Dr Bausch Ulrich","SPD","17,90",0,"https://de.wikipedia.org/wiki/Ulrich_Bausch","1.2.2023 15:23:00",0,0
290,"Tübingen","Baden-Württemberg",15,0.1556266695261,32346.060585022,0.280002176761627,77212.3795280457,196488,159801,158186,158410,56446,27325,13862,30197,0,12504,13684,353,37.5,56446,30197,26249,6097.06058502197,"Widmann-Mauz Annette","CDU","28,00",0,"Kühn Christian","Grüne","26,70",0,"","",1,0
291,"Ulm","Baden-Württemberg",15,0.15131551027298,35886.1661643982,0.310744404792786,99962.744304657,222673,177460,175444,175863,74849,35456,8105,20990,0,14173,18734,219.2,30.7,74849,35456,39393,-3506.83383560181,"Kemmer Ronja Helene","CDU","32,70",0,"Emmerich Marcel","Grüne","18,80",0,"","",0,0
292,"Biberach","Baden-Württemberg",15,0.140906482934952,24337.8283653259,0.246875092387199,55444.3421096802,167025,131693,130082,130275,57837,22034,4907,17589,0,9775,14640,131.9,22.5,57837,22034,35803,-11465.1716346741,"Rief josef","CDU","35,10",0,"Gerster Martin","SPD","18,60",0,"","",0,0
